9270	26814	18029	18
9401	27217	18296	18
7703	22133	14908	15
8631	24902	16754	17
4304	13220	8757	9
7980	22942	15450	15
4373	13206	8784	9
6141	17513	11820	12
4361	13220	8785	9
8087	23276	15670	16
7743	22249	14986	15
8895	25714	17292	17
7064	20192	13619	14
9086	26271	17666	18
8241	23757	15988	16
6146	17550	11840	12
8723	25188	16944	17
9149	26458	17791	18
9192	26564	17865	18
7695	22129	14902	15
7221	20694	13949	14
4297	13295	8790	9
6113	17364	11732	12
4271	13357	8809	9
7287	20885	14077	14
4386	13318	8847	9
4319	13373	8841	9
7627	21907	14757	15
9050	26122	17573	18
6128	17481	11797	12
8967	25920	17431	17
8358	24075	16205	16
7201	20638	13911	14
8598	24792	16684	17
8734	25228	16969	17
7570	21739	14645	15
4237	13155	8691	9
9114	26372	17730	18
4404	13352	8872	9
7942	22842	15382	15
7687	22094	14881	15
7126	20413	13761	14
8839	25542	17178	17
4324	12990	8652	9
6211	17703	11949	12
4303	12925	8609	9
7133	20427	13771	14
4324	13125	8720	9
9410	27230	18307	19
8447	24360	16392	17
8336	24038	16176	16
8632	24914	16761	17
9291	26883	18074	18
8931	25814	17361	18
7193	20610	13893	14
9040	26112	17564	17
6227	17799	12006	12
4430	13210	8815	9
4180	12820	8495	9
6183	17612	11890	12
4269	13080	8669	9
8257	23770	16003	16
4265	12706	8481	9
4319	13443	8876	9
9070	26229	17637	18
7115	20346	13721	14
6283	17946	12107	12
9025	26094	17547	18
8130	23391	15750	16
8547	24668	16596	17
4270	13203	8731	9
8213	23675	15933	16
4173	13052	8608	9
6039	17185	11605	12
7026	20107	13558	14
4143	12822	8477	9
8262	23794	16017	16
4164	13080	8617	9
7779	22392	15076	15
7105	20364	13726	14
6123	17474	11791	12
7817	22476	15136	15
4235	13080	8652	9
7903	22767	15325	15
4339	12970	8650	9
8175	23518	15836	16
4380	12956	8663	9
4317	13267	8786	9
8107	23343	15715	16
4349	13329	8833	9
7206	20676	13932	14
5992	17409	11693	11
4194	12999	8591	9
9625	27913	18755	19
4287	13308	8792	9
8580	24731	16643	17
4326	13062	8689	9
7688	22078	14873	14
4432	13101	8762	9
8757	25284	17009	17
