9268	26806	18024	18
8305	23932	16108	16
8917	25771	17332	17
7456	21381	14409	14
9643	27943	18779	19
9784	28350	19053	19
7470	21434	14443	15
8939	25839	17376	18
8431	24338	16373	16
4271	12938	8599	9
9630	27906	18754	19
4358	13189	8768	9
8332	23985	16147	16
8378	24145	16250	16
7551	21691	14612	15
7377	21177	14268	14
7878	22677	15268	16
8839	25528	17171	17
4237	13235	8731	9
8745	25275	16998	17
9490	27489	18476	18
7526	21614	14560	15
8831	25477	17142	17
9349	27122	18222	18
8884	25665	17262	17
8464	24404	16422	16
9700	28114	18893	19
8688	25089	16877	17
5347	16108	10718	10
4207	12939	8568	9
8430	24309	16358	16
4266	13120	8687	9
9002	26027	17502	18
4336	12908	8617	9
8181	23570	15864	16
9099	26323	17699	18
9435	27339	18374	18
9697	28121	18895	19
8359	24120	16228	16
4252	12835	8539	9
9266	26825	18032	18
4283	13011	8642	9
8987	25984	17473	17
9313	26955	18121	18
4230	13174	8697	9
9587	27743	18651	19
4365	13291	8823	9
8881	25662	17259	17
4431	13124	8773	9
8613	24857	16723	17
4324	13055	8684	9
4331	13665	8992	10
7515	21560	14528	15
7585	21824	14695	17
8873	25637	17243	17
7505	21510	14498	14
9600	27813	18693	19
8789	25375	17070	17
9314	26950	18120	18
9717	28159	18924	19
9211	26662	17924	18
9011	26031	17508	17
7198	20609	13894	14
9508	27550	18516	18
8370	24131	16240	16
7454	21355	14395	14
8940	25860	17388	17
8427	24299	16352	16
9762	28289	19013	19
7413	21267	14331	14
9498	27488	18480	19
8789	25400	17082	17
7523	21579	14541	15
8580	24765	16661	17
8831	25509	17158	17
9724	28196	18946	19
7445	21347	14386	14
9758	28304	19018	19
9675	28076	18862	19
7421	21304	14353	14
9644	27969	18793	19
9403	27232	18304	18
9226	26700	17951	18
7620	21920	14761	15
8173	23523	15837	16
9694	28074	18871	19
7317	20965	14132	14
8879	25662	17258	17
8997	26013	17492	17
7687	22058	14863	15
7554	21711	14623	15
9202	26632	17904	18
8402	24214	16297	16
7373	21159	14256	14
9715	28191	18940	19
8531	24585	16546	17
7475	21407	14431	14
7524	21575	14539	15
8765	25318	17030	17
4264	13096	8675	9
